Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Female,"April 13, 2019 at 6 PM",Saturday,117
Male,"April 13, 2019 at 5 PM",Saturday,347
Female,"April 13, 2019 at 5 PM",Saturday,161
Male,"April 13, 2019 at 4 PM",Saturday,373
Female,"April 13, 2019 at 4 PM",Saturday,146
Male,"April 13, 2019 at 3 PM",Saturday,363
Female,"April 13, 2019 at 3 PM",Saturday,174
Male,"April 13, 2019 at 2 PM",Saturday,382
Female,"April 13, 2019 at 2 PM",Saturday,187
Male,"April 13, 2019 at 1 PM",Saturday,401
Female,"April 13, 2019 at 1 PM",Saturday,168
Male,"April 13, 2019 at 12 PM",Saturday,391
Female,"April 13, 2019 at 12 PM",Saturday,183
Male,"April 13, 2019 at 11 AM",Saturday,358
Female,"April 13, 2019 at 11 AM",Saturday,160
Male,"April 13, 2019 at 10 AM",Saturday,272
Female,"April 13, 2019 at 10 AM",Saturday,117
Male,"April 13, 2019 at 9 AM",Saturday,240
Female,"April 13, 2019 at 9 AM",Saturday,106
Male,"April 13, 2019 at 8 AM",Saturday,151
Female,"April 13, 2019 at 8 AM",Saturday,68
Male,"April 13, 2019 at 7 AM",Saturday,80
Female,"April 13, 2019 at 7 AM",Saturday,36
Male,"April 13, 2019 at 6 AM",Saturday,23
Female,"April 13, 2019 at 6 AM",Saturday,10
Male,"April 13, 2019 at 5 AM",Saturday,17
Female,"April 13, 2019 at 5 AM",Saturday,1
Male,"April 13, 2019 at 4 AM",Saturday,6
Female,"April 13, 2019 at 4 AM",Saturday,1
Male,"April 13, 2019 at 3 AM",Saturday,7
Male,"April 13, 2019 at 2 AM",Saturday,12
Female,"April 13, 2019 at 2 AM",Saturday,2
Male,"April 13, 2019 at 1 AM",Saturday,22
Female,"April 13, 2019 at 1 AM",Saturday,3
Male,"April 13, 2019 at 12 AM",Saturday,29
Female,"April 13, 2019 at 12 AM",Saturday,6
Male,"April 6, 2019 at 11 PM",Saturday,76
Female,"April 6, 2019 at 11 PM",Saturday,13
Male,"April 6, 2019 at 10 PM",Saturday,106
Female,"April 6, 2019 at 10 PM",Saturday,50
Male,"April 6, 2019 at 9 PM",Saturday,121
Female,"April 6, 2019 at 9 PM",Saturday,30
Male,"April 6, 2019 at 8 PM",Saturday,149
Female,"April 6, 2019 at 8 PM",Saturday,46
Male,"April 6, 2019 at 7 PM",Saturday,216
Female,"April 6, 2019 at 7 PM",Saturday,86
Male,"April 6, 2019 at 6 PM",Saturday,291
Female,"April 6, 2019 at 6 PM",Saturday,110
Male,"April 6, 2019 at 5 PM",Saturday,372
Female,"April 6, 2019 at 5 PM",Saturday,171
Male,"April 6, 2019 at 4 PM",Saturday,406
Female,"April 6, 2019 at 4 PM",Saturday,205
Male,"April 6, 2019 at 3 PM",Saturday,432
Female,"April 6, 2019 at 3 PM",Saturday,205
Male,"April 6, 2019 at 2 PM",Saturday,452
Female,"April 6, 2019 at 2 PM",Saturday,212
Male,"April 6, 2019 at 1 PM",Saturday,447
Female,"April 6, 2019 at 1 PM",Saturday,197
Male,"April 6, 2019 at 12 PM",Saturday,440
Female,"April 6, 2019 at 12 PM",Saturday,206
Male,"April 6, 2019 at 11 AM",Saturday,369
Female,"April 6, 2019 at 11 AM",Saturday,176
Male,"April 6, 2019 at 10 AM",Saturday,337
Female,"April 6, 2019 at 10 AM",Saturday,176
Male,"April 6, 2019 at 9 AM",Saturday,258
Female,"April 6, 2019 at 9 AM",Saturday,130
Male,"April 6, 2019 at 8 AM",Saturday,142
Female,"April 6, 2019 at 8 AM",Saturday,89
Male,"April 6, 2019 at 7 AM",Saturday,82
Female,"April 6, 2019 at 7 AM",Saturday,47
Male,"April 6, 2019 at 6 AM",Saturday,39
Female,"April 6, 2019 at 6 AM",Saturday,21
Male,"April 6, 2019 at 5 AM",Saturday,22
Female,"April 6, 2019 at 5 AM",Saturday,4
Male,"April 6, 2019 at 4 AM",Saturday,7
Female,"April 6, 2019 at 4 AM",Saturday,1
Male,"April 6, 2019 at 3 AM",Saturday,14
Female,"April 6, 2019 at 3 AM",Saturday,1
Male,"April 6, 2019 at 2 AM",Saturday,18
Female,"April 6, 2019 at 2 AM",Saturday,2
Male,"April 6, 2019 at 1 AM",Saturday,33
Female,"April 6, 2019 at 1 AM",Saturday,9
Male,"April 6, 2019 at 12 AM",Saturday,46
Female,"April 6, 2019 at 12 AM",Saturday,10
Male,"March 30, 2019 at 11 PM",Saturday,36
Female,"March 30, 2019 at 11 PM",Saturday,6
Male,"March 30, 2019 at 10 PM",Saturday,60
Female,"March 30, 2019 at 10 PM",Saturday,5
Male,"March 30, 2019 at 9 PM",Saturday,49
Female,"March 30, 2019 at 9 PM",Saturday,3
Male,"March 30, 2019 at 8 PM",Saturday,62
Female,"March 30, 2019 at 8 PM",Saturday,13
Male,"March 30, 2019 at 7 PM",Saturday,99
Female,"March 30, 2019 at 7 PM",Saturday,21
Male,"March 30, 2019 at 6 PM",Saturday,108
Female,"March 30, 2019 at 6 PM",Saturday,25
Male,"March 30, 2019 at 5 PM",Saturday,146
Female,"March 30, 2019 at 5 PM",Saturday,38
Male,"March 30, 2019 at 4 PM",Saturday,182
Female,"March 30, 2019 at 4 PM",Saturday,44
Male,"March 30, 2019 at 3 PM",Saturday,174
Female,"March 30, 2019 at 3 PM",Saturday,51
Male,"March 30, 2019 at 2 PM",Saturday,210
Female,"March 30, 2019 at 2 PM",Saturday,85
Male,"March 30, 2019 at 1 PM",Saturday,228
Female,"March 30, 2019 at 1 PM",Saturday,83
Male,"March 30, 2019 at 12 PM",Saturday,204
Female,"March 30, 2019 at 12 PM",Saturday,59
Male,"March 30, 2019 at 11 AM",Saturday,203
Female,"March 30, 2019 at 11 AM",Saturday,77
Male,"March 30, 2019 at 10 AM",Saturday,209
Female,"March 30, 2019 at 10 AM",Saturday,72
Male,"March 30, 2019 at 9 AM",Saturday,142
Female,"March 30, 2019 at 9 AM",Saturday,73
Male,"March 30, 2019 at 8 AM",Saturday,105
Female,"March 30, 2019 at 8 AM",Saturday,45
Male,"March 30, 2019 at 7 AM",Saturday,56
Female,"March 30, 2019 at 7 AM",Saturday,36
Male,"March 30, 2019 at 6 AM",Saturday,18
Female,"March 30, 2019 at 6 AM",Saturday,5
Male,"March 30, 2019 at 5 AM",Saturday,8
Male,"March 30, 2019 at 4 AM",Saturday,1
Female,"March 30, 2019 at 4 AM",Saturday,1
Male,"March 30, 2019 at 3 AM",Saturday,4
Male,"March 30, 2019 at 2 AM",Saturday,4
Male,"March 30, 2019 at 1 AM",Saturday,9
Male,"March 30, 2019 at 12 AM",Saturday,9
Male,"March 23, 2019 at 11 PM",Saturday,41
Female,"March 23, 2019 at 11 PM",Saturday,9
Male,"March 23, 2019 at 10 PM",Saturday,56
Female,"March 23, 2019 at 10 PM",Saturday,19
Male,"March 23, 2019 at 9 PM",Saturday,69
Female,"March 23, 2019 at 9 PM",Saturday,18
Male,"March 23, 2019 at 8 PM",Saturday,115
Female,"March 23, 2019 at 8 PM",Saturday,24
Male,"March 23, 2019 at 7 PM",Saturday,148
Female,"March 23, 2019 at 7 PM",Saturday,57
Male,"March 23, 2019 at 6 PM",Saturday,233
Female,"March 23, 2019 at 6 PM",Saturday,77
Male,"March 23, 2019 at 5 PM",Saturday,269
Female,"March 23, 2019 at 5 PM",Saturday,110
Male,"March 23, 2019 at 4 PM",Saturday,328
Female,"March 23, 2019 at 4 PM",Saturday,146
Male,"March 23, 2019 at 3 PM",Saturday,353
Female,"March 23, 2019 at 3 PM",Saturday,138
Male,"March 23, 2019 at 2 PM",Saturday,356
Female,"March 23, 2019 at 2 PM",Saturday,143
Male,"March 23, 2019 at 1 PM",Saturday,367
Female,"March 23, 2019 at 1 PM",Saturday,160
Male,"March 23, 2019 at 12 PM",Saturday,302
Female,"March 23, 2019 at 12 PM",Saturday,160
Male,"March 23, 2019 at 11 AM",Saturday,286
Female,"March 23, 2019 at 11 AM",Saturday,117
Male,"March 23, 2019 at 10 AM",Saturday,247
Female,"March 23, 2019 at 10 AM",Saturday,97
Male,"March 23, 2019 at 9 AM",Saturday,167
Female,"March 23, 2019 at 9 AM",Saturday,87
Male,"March 23, 2019 at 8 AM",Saturday,116
Female,"March 23, 2019 at 8 AM",Saturday,64
Male,"March 23, 2019 at 7 AM",Saturday,55
Female,"March 23, 2019 at 7 AM",Saturday,36
Male,"March 23, 2019 at 6 AM",Saturday,26
Female,"March 23, 2019 at 6 AM",Saturday,12
Male,"March 23, 2019 at 5 AM",Saturday,10
Female,"March 23, 2019 at 5 AM",Saturday,1
Male,"March 23, 2019 at 4 AM",Saturday,2
Female,"March 23, 2019 at 4 AM",Saturday,1
Male,"March 23, 2019 at 3 AM",Saturday,10
Female,"March 23, 2019 at 3 AM",Saturday,1
Male,"March 23, 2019 at 2 AM",Saturday,13
Female,"March 23, 2019 at 2 AM",Saturday,1
Male,"March 23, 2019 at 1 AM",Saturday,22
Female,"March 23, 2019 at 1 AM",Saturday,2
Male,"March 23, 2019 at 12 AM",Saturday,44
Female,"March 23, 2019 at 12 AM",Saturday,9
Male,"March 16, 2019 at 11 PM",Saturday,39
Female,"March 16, 2019 at 11 PM",Saturday,4
Male,"March 16, 2019 at 10 PM",Saturday,45
Female,"March 16, 2019 at 10 PM",Saturday,5
Male,"March 16, 2019 at 9 PM",Saturday,60
Female,"March 16, 2019 at 9 PM",Saturday,11
Male,"March 16, 2019 at 8 PM",Saturday,85
Female,"March 16, 2019 at 8 PM",Saturday,15
Male,"March 16, 2019 at 7 PM",Saturday,109
Female,"March 16, 2019 at 7 PM",Saturday,31
Male,"March 16, 2019 at 6 PM",Saturday,138
Female,"March 16, 2019 at 6 PM",Saturday,56
Male,"March 16, 2019 at 5 PM",Saturday,177
Female,"March 16, 2019 at 5 PM",Saturday,54
Male,"March 16, 2019 at 4 PM",Saturday,187
Female,"March 16, 2019 at 4 PM",Saturday,66
Male,"March 16, 2019 at 3 PM",Saturday,228
Female,"March 16, 2019 at 3 PM",Saturday,54
Male,"March 16, 2019 at 2 PM",Saturday,209
Female,"March 16, 2019 at 2 PM",Saturday,77
Male,"March 16, 2019 at 1 PM",Saturday,209
Female,"March 16, 2019 at 1 PM",Saturday,66
Male,"March 16, 2019 at 12 PM",Saturday,218
Female,"March 16, 2019 at 12 PM",Saturday,63
Male,"March 16, 2019 at 11 AM",Saturday,217
Female,"March 16, 2019 at 11 AM",Saturday,81
Male,"March 16, 2019 at 10 AM",Saturday,181
Female,"March 16, 2019 at 10 AM",Saturday,72
Male,"March 16, 2019 at 9 AM",Saturday,161
Female,"March 16, 2019 at 9 AM",Saturday,76
Male,"March 16, 2019 at 8 AM",Saturday,142
Female,"March 16, 2019 at 8 AM",Saturday,56
Male,"March 16, 2019 at 7 AM",Saturday,77
Female,"March 16, 2019 at 7 AM",Saturday,32
Male,"March 16, 2019 at 6 AM",Saturday,27
Female,"March 16, 2019 at 6 AM",Saturday,9
Male,"March 16, 2019 at 5 AM",Saturday,10
Female,"March 16, 2019 at 5 AM",Saturday,4
Male,"March 16, 2019 at 4 AM",Saturday,4
Female,"March 16, 2019 at 4 AM",Saturday,2
Male,"March 16, 2019 at 3 AM",Saturday,10
Male,"March 16, 2019 at 2 AM",Saturday,8
Female,"March 16, 2019 at 2 AM",Saturday,1
Male,"March 16, 2019 at 1 AM",Saturday,19
Female,"March 16, 2019 at 1 AM",Saturday,5
Male,"March 16, 2019 at 12 AM",Saturday,24
Female,"March 16, 2019 at 12 AM",Saturday,2
Male,"March 9, 2019 at 11 PM",Saturday,28
Female,"March 9, 2019 at 11 PM",Saturday,4
Male,"March 9, 2019 at 10 PM",Saturday,33
Female,"March 9, 2019 at 10 PM",Saturday,3
Male,"March 9, 2019 at 9 PM",Saturday,31
Female,"March 9, 2019 at 9 PM",Saturday,3
Male,"March 9, 2019 at 8 PM",Saturday,37
Female,"March 9, 2019 at 8 PM",Saturday,9
Male,"March 9, 2019 at 7 PM",Saturday,51
Female,"March 9, 2019 at 7 PM",Saturday,6
Male,"March 9, 2019 at 6 PM",Saturday,27
Female,"March 9, 2019 at 6 PM",Saturday,5
Male,"March 9, 2019 at 5 PM",Saturday,38
Female,"March 9, 2019 at 5 PM",Saturday,8
Male,"March 9, 2019 at 4 PM",Saturday,47
Female,"March 9, 2019 at 4 PM",Saturday,9
Male,"March 9, 2019 at 3 PM",Saturday,63
Female,"March 9, 2019 at 3 PM",Saturday,11
Male,"March 9, 2019 at 2 PM",Saturday,45
Female,"March 9, 2019 at 2 PM",Saturday,13
Male,"March 9, 2019 at 1 PM",Saturday,176
Female,"March 9, 2019 at 1 PM",Saturday,44
Male,"March 9, 2019 at 12 PM",Saturday,179
Female,"March 9, 2019 at 12 PM",Saturday,70
Male,"March 9, 2019 at 11 AM",Saturday,169
Female,"March 9, 2019 at 11 AM",Saturday,58
Male,"March 9, 2019 at 10 AM",Saturday,156
Female,"March 9, 2019 at 10 AM",Saturday,50
Male,"March 9, 2019 at 9 AM",Saturday,142
Female,"March 9, 2019 at 9 AM",Saturday,59
Male,"March 9, 2019 at 8 AM",Saturday,109
Female,"March 9, 2019 at 8 AM",Saturday,46
Male,"March 9, 2019 at 7 AM",Saturday,58
Female,"March 9, 2019 at 7 AM",Saturday,16
Male,"March 9, 2019 at 6 AM",Saturday,28
Female,"March 9, 2019 at 6 AM",Saturday,4
Male,"March 9, 2019 at 5 AM",Saturday,12
Female,"March 9, 2019 at 5 AM",Saturday,3
Male,"March 9, 2019 at 4 AM",Saturday,5
Female,"March 9, 2019 at 4 AM",Saturday,1
Male,"March 9, 2019 at 3 AM",Saturday,5
Male,"March 9, 2019 at 2 AM",Saturday,7
Female,"March 9, 2019 at 2 AM",Saturday,1
Male,"March 9, 2019 at 1 AM",Saturday,19
Female,"March 9, 2019 at 1 AM",Saturday,3
Male,"March 9, 2019 at 12 AM",Saturday,28
Female,"March 9, 2019 at 12 AM",Saturday,6
Male,"March 2, 2019 at 11 PM",Saturday,32
Female,"March 2, 2019 at 11 PM",Saturday,5
Male,"March 2, 2019 at 10 PM",Saturday,46
Female,"March 2, 2019 at 10 PM",Saturday,2
Male,"March 2, 2019 at 9 PM",Saturday,45
Female,"March 2, 2019 at 9 PM",Saturday,10
Male,"March 2, 2019 at 8 PM",Saturday,53
Female,"March 2, 2019 at 8 PM",Saturday,9
Male,"March 2, 2019 at 7 PM",Saturday,79
Female,"March 2, 2019 at 7 PM",Saturday,19
Male,"March 2, 2019 at 6 PM",Saturday,87
Female,"March 2, 2019 at 6 PM",Saturday,21
Male,"March 2, 2019 at 5 PM",Saturday,118
Female,"March 2, 2019 at 5 PM",Saturday,22
Male,"March 2, 2019 at 4 PM",Saturday,145
Female,"March 2, 2019 at 4 PM",Saturday,35
Male,"March 2, 2019 at 3 PM",Saturday,137
Female,"March 2, 2019 at 3 PM",Saturday,43
Male,"March 2, 2019 at 2 PM",Saturday,146
Female,"March 2, 2019 at 2 PM",Saturday,34
Male,"March 2, 2019 at 1 PM",Saturday,155
Female,"March 2, 2019 at 1 PM",Saturday,50
Male,"March 2, 2019 at 12 PM",Saturday,130
Female,"March 2, 2019 at 12 PM",Saturday,44
Male,"March 2, 2019 at 11 AM",Saturday,161
Female,"March 2, 2019 at 11 AM",Saturday,46
Male,"March 2, 2019 at 10 AM",Saturday,105
Female,"March 2, 2019 at 10 AM",Saturday,50
Male,"March 2, 2019 at 9 AM",Saturday,114
Female,"March 2, 2019 at 9 AM",Saturday,45
Male,"March 2, 2019 at 8 AM",Saturday,86
Female,"March 2, 2019 at 8 AM",Saturday,22
Male,"March 2, 2019 at 7 AM",Saturday,39
Female,"March 2, 2019 at 7 AM",Saturday,15
Male,"March 2, 2019 at 6 AM",Saturday,18
Female,"March 2, 2019 at 6 AM",Saturday,5
Male,"March 2, 2019 at 5 AM",Saturday,7
Female,"March 2, 2019 at 5 AM",Saturday,1
Male,"March 2, 2019 at 4 AM",Saturday,5
Female,"March 2, 2019 at 4 AM",Saturday,2
Male,"March 2, 2019 at 3 AM",Saturday,10
Male,"March 2, 2019 at 2 AM",Saturday,10
Female,"March 2, 2019 at 2 AM",Saturday,4
Male,"March 2, 2019 at 1 AM",Saturday,13
Female,"March 2, 2019 at 1 AM",Saturday,2
Male,"March 2, 2019 at 12 AM",Saturday,22
Female,"March 2, 2019 at 12 AM",Saturday,5
Male,"February 23, 2019 at 11 PM",Saturday,16
Female,"February 23, 2019 at 11 PM",Saturday,2
Male,"February 23, 2019 at 10 PM",Saturday,18
Female,"February 23, 2019 at 10 PM",Saturday,7
Male,"February 23, 2019 at 9 PM",Saturday,15
Female,"February 23, 2019 at 9 PM",Saturday,4
Male,"February 23, 2019 at 8 PM",Saturday,25
Female,"February 23, 2019 at 8 PM",Saturday,5
Male,"February 23, 2019 at 7 PM",Saturday,41
Female,"February 23, 2019 at 7 PM",Saturday,13
Male,"February 23, 2019 at 6 PM",Saturday,40
Female,"February 23, 2019 at 6 PM",Saturday,6
Male,"February 23, 2019 at 5 PM",Saturday,58
Female,"February 23, 2019 at 5 PM",Saturday,8
Male,"February 23, 2019 at 4 PM",Saturday,87
Female,"February 23, 2019 at 4 PM",Saturday,18
Male,"February 23, 2019 at 3 PM",Saturday,101
Female,"February 23, 2019 at 3 PM",Saturday,23
Male,"February 23, 2019 at 2 PM",Saturday,83
Female,"February 23, 2019 at 2 PM",Saturday,18
Male,"February 23, 2019 at 1 PM",Saturday,54
Female,"February 23, 2019 at 1 PM",Saturday,10
Male,"February 23, 2019 at 12 PM",Saturday,39
Female,"February 23, 2019 at 12 PM",Saturday,16
Male,"February 23, 2019 at 11 AM",Saturday,44
Female,"February 23, 2019 at 11 AM",Saturday,12
Male,"February 23, 2019 at 10 AM",Saturday,73
Female,"February 23, 2019 at 10 AM",Saturday,26
Male,"February 23, 2019 at 9 AM",Saturday,81
Female,"February 23, 2019 at 9 AM",Saturday,35
Male,"February 23, 2019 at 8 AM",Saturday,81
Female,"February 23, 2019 at 8 AM",Saturday,38
Male,"February 23, 2019 at 7 AM",Saturday,44
Female,"February 23, 2019 at 7 AM",Saturday,15
Male,"February 23, 2019 at 6 AM",Saturday,16
Female,"February 23, 2019 at 6 AM",Saturday,3
Male,"February 23, 2019 at 5 AM",Saturday,5
Female,"February 23, 2019 at 5 AM",Saturday,2
Male,"February 23, 2019 at 4 AM",Saturday,7
Female,"February 23, 2019 at 4 AM",Saturday,2
Male,"February 23, 2019 at 3 AM",Saturday,9
Male,"February 23, 2019 at 2 AM",Saturday,14
Female,"February 23, 2019 at 2 AM",Saturday,1
Male,"February 23, 2019 at 1 AM",Saturday,16
Female,"February 23, 2019 at 1 AM",Saturday,5
Male,"February 23, 2019 at 12 AM",Saturday,17
Female,"February 23, 2019 at 12 AM",Saturday,3
Male,"February 16, 2019 at 11 PM",Saturday,33
Female,"February 16, 2019 at 11 PM",Saturday,5
Male,"February 16, 2019 at 10 PM",Saturday,41
Female,"February 16, 2019 at 10 PM",Saturday,12
Male,"February 16, 2019 at 9 PM",Saturday,35
Female,"February 16, 2019 at 9 PM",Saturday,7
Male,"February 16, 2019 at 8 PM",Saturday,47
Female,"February 16, 2019 at 8 PM",Saturday,10
Male,"February 16, 2019 at 7 PM",Saturday,71
Female,"February 16, 2019 at 7 PM",Saturday,18
Male,"February 16, 2019 at 6 PM",Saturday,96
Female,"February 16, 2019 at 6 PM",Saturday,17
Male,"February 16, 2019 at 5 PM",Saturday,127
Female,"February 16, 2019 at 5 PM",Saturday,31
Male,"February 16, 2019 at 4 PM",Saturday,110
Female,"February 16, 2019 at 4 PM",Saturday,30
Male,"February 16, 2019 at 3 PM",Saturday,123
Female,"February 16, 2019 at 3 PM",Saturday,36
Male,"February 16, 2019 at 2 PM",Saturday,123
Female,"February 16, 2019 at 2 PM",Saturday,36
Male,"February 16, 2019 at 1 PM",Saturday,114
Female,"February 16, 2019 at 1 PM",Saturday,38
Male,"February 16, 2019 at 12 PM",Saturday,155
Female,"February 16, 2019 at 12 PM",Saturday,38
Male,"February 16, 2019 at 11 AM",Saturday,132
Female,"February 16, 2019 at 11 AM",Saturday,42
Male,"February 16, 2019 at 10 AM",Saturday,123
Female,"February 16, 2019 at 10 AM",Saturday,39
Male,"February 16, 2019 at 9 AM",Saturday,96
Female,"February 16, 2019 at 9 AM",Saturday,42
Male,"February 16, 2019 at 8 AM",Saturday,85
Female,"February 16, 2019 at 8 AM",Saturday,26
Male,"February 16, 2019 at 7 AM",Saturday,40
Female,"February 16, 2019 at 7 AM",Saturday,9
Male,"February 16, 2019 at 6 AM",Saturday,11
Female,"February 16, 2019 at 6 AM",Saturday,5
Male,"February 16, 2019 at 5 AM",Saturday,13
Female,"February 16, 2019 at 5 AM",Saturday,1
Male,"February 16, 2019 at 4 AM",Saturday,4
Male,"February 16, 2019 at 3 AM",Saturday,4
Male,"February 16, 2019 at 2 AM",Saturday,6
Male,"February 16, 2019 at 1 AM",Saturday,15
Female,"February 16, 2019 at 1 AM",Saturday,2
Male,"February 16, 2019 at 12 AM",Saturday,22
Female,"February 16, 2019 at 12 AM",Saturday,3
Male,"February 9, 2019 at 11 PM",Saturday,30
Female,"February 9, 2019 at 11 PM",Saturday,1
Male,"February 9, 2019 at 10 PM",Saturday,27
Female,"February 9, 2019 at 10 PM",Saturday,3
Male,"February 9, 2019 at 9 PM",Saturday,36
Female,"February 9, 2019 at 9 PM",Saturday,6
Male,"February 9, 2019 at 8 PM",Saturday,47
Female,"February 9, 2019 at 8 PM",Saturday,3
Male,"February 9, 2019 at 7 PM",Saturday,67
Female,"February 9, 2019 at 7 PM",Saturday,9
Male,"February 9, 2019 at 6 PM",Saturday,88
Female,"February 9, 2019 at 6 PM",Saturday,18
Male,"February 9, 2019 at 5 PM",Saturday,103
Female,"February 9, 2019 at 5 PM",Saturday,18
Male,"February 9, 2019 at 4 PM",Saturday,129
Female,"February 9, 2019 at 4 PM",Saturday,25
Male,"February 9, 2019 at 3 PM",Saturday,130
Female,"February 9, 2019 at 3 PM",Saturday,37
Male,"February 9, 2019 at 2 PM",Saturday,119
Female,"February 9, 2019 at 2 PM",Saturday,37
Male,"February 9, 2019 at 1 PM",Saturday,113
Female,"February 9, 2019 at 1 PM",Saturday,35
Male,"February 9, 2019 at 12 PM",Saturday,138
Female,"February 9, 2019 at 12 PM",Saturday,35
Male,"February 9, 2019 at 11 AM",Saturday,118
Female,"February 9, 2019 at 11 AM",Saturday,30
Male,"February 9, 2019 at 10 AM",Saturday,100
Female,"February 9, 2019 at 10 AM",Saturday,33
Male,"February 9, 2019 at 9 AM",Saturday,77
Female,"February 9, 2019 at 9 AM",Saturday,24
Male,"February 9, 2019 at 8 AM",Saturday,58
Female,"February 9, 2019 at 8 AM",Saturday,19
Male,"February 9, 2019 at 7 AM",Saturday,37
Female,"February 9, 2019 at 7 AM",Saturday,5
Male,"February 9, 2019 at 6 AM",Saturday,13
Female,"February 9, 2019 at 6 AM",Saturday,2
Male,"February 9, 2019 at 5 AM",Saturday,3
Male,"February 9, 2019 at 4 AM",Saturday,2
Male,"February 9, 2019 at 3 AM",Saturday,6
Male,"February 9, 2019 at 2 AM",Saturday,6
Male,"February 9, 2019 at 1 AM",Saturday,4
Female,"February 9, 2019 at 1 AM",Saturday,1
Male,"February 9, 2019 at 12 AM",Saturday,11
Female,"February 9, 2019 at 12 AM",Saturday,2
Male,"February 2, 2019 at 11 PM",Saturday,29
Female,"February 2, 2019 at 11 PM",Saturday,5
Male,"February 2, 2019 at 10 PM",Saturday,28
Female,"February 2, 2019 at 10 PM",Saturday,11
Male,"February 2, 2019 at 9 PM",Saturday,39
Female,"February 2, 2019 at 9 PM",Saturday,15
Male,"February 2, 2019 at 8 PM",Saturday,45
Female,"February 2, 2019 at 8 PM",Saturday,4
Male,"February 2, 2019 at 7 PM",Saturday,63
Female,"February 2, 2019 at 7 PM",Saturday,18
Male,"February 2, 2019 at 6 PM",Saturday,75
Female,"February 2, 2019 at 6 PM",Saturday,11
Male,"February 2, 2019 at 5 PM",Saturday,120
Female,"February 2, 2019 at 5 PM",Saturday,27
Male,"February 2, 2019 at 4 PM",Saturday,145
Female,"February 2, 2019 at 4 PM",Saturday,41
Male,"February 2, 2019 at 3 PM",Saturday,138
Female,"February 2, 2019 at 3 PM",Saturday,32
Male,"February 2, 2019 at 2 PM",Saturday,147
Female,"February 2, 2019 at 2 PM",Saturday,30
Male,"February 2, 2019 at 1 PM",Saturday,126
Female,"February 2, 2019 at 1 PM",Saturday,37
Male,"February 2, 2019 at 12 PM",Saturday,122
Female,"February 2, 2019 at 12 PM",Saturday,30
Male,"February 2, 2019 at 11 AM",Saturday,115
Female,"February 2, 2019 at 11 AM",Saturday,35
Male,"February 2, 2019 at 10 AM",Saturday,74
Female,"February 2, 2019 at 10 AM",Saturday,28
Male,"February 2, 2019 at 9 AM",Saturday,67
Female,"February 2, 2019 at 9 AM",Saturday,31
Male,"February 2, 2019 at 8 AM",Saturday,37
Female,"February 2, 2019 at 8 AM",Saturday,15
Male,"February 2, 2019 at 7 AM",Saturday,21
Female,"February 2, 2019 at 7 AM",Saturday,9
Male,"February 2, 2019 at 6 AM",Saturday,9
Female,"February 2, 2019 at 6 AM",Saturday,5
Male,"February 2, 2019 at 5 AM",Saturday,4
Male,"February 2, 2019 at 4 AM",Saturday,1
Male,"February 2, 2019 at 3 AM",Saturday,2
Female,"February 2, 2019 at 3 AM",Saturday,1
Male,"February 2, 2019 at 2 AM",Saturday,5
Male,"February 2, 2019 at 1 AM",Saturday,6
Male,"February 2, 2019 at 12 AM",Saturday,7
Female,"February 2, 2019 at 12 AM",Saturday,4
Male,"January 26, 2019 at 11 PM",Saturday,8
Female,"January 26, 2019 at 11 PM",Saturday,1
Male,"January 26, 2019 at 10 PM",Saturday,10
Female,"January 26, 2019 at 10 PM",Saturday,1
Male,"January 26, 2019 at 9 PM",Saturday,11
Female,"January 26, 2019 at 9 PM",Saturday,1
Male,"January 26, 2019 at 8 PM",Saturday,14
Female,"January 26, 2019 at 8 PM",Saturday,2
Male,"January 26, 2019 at 7 PM",Saturday,14
Female,"January 26, 2019 at 7 PM",Saturday,6
Male,"January 26, 2019 at 6 PM",Saturday,28
Male,"January 26, 2019 at 5 PM",Saturday,24
Female,"January 26, 2019 at 5 PM",Saturday,7
Male,"January 26, 2019 at 4 PM",Saturday,46
Female,"January 26, 2019 at 4 PM",Saturday,5
Male,"January 26, 2019 at 3 PM",Saturday,58
