Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Male,"June 4, 2019 at 7 AM",Tuesday,978
Female,"June 4, 2019 at 7 AM",Tuesday,314
Male,"June 4, 2019 at 6 AM",Tuesday,489
Female,"June 4, 2019 at 6 AM",Tuesday,176
Male,"June 4, 2019 at 5 AM",Tuesday,125
Female,"June 4, 2019 at 5 AM",Tuesday,61
Male,"June 4, 2019 at 4 AM",Tuesday,20
Female,"June 4, 2019 at 4 AM",Tuesday,6
Male,"June 4, 2019 at 3 AM",Tuesday,5
Male,"June 4, 2019 at 2 AM",Tuesday,2
Female,"June 4, 2019 at 2 AM",Tuesday,1
Male,"June 4, 2019 at 1 AM",Tuesday,14
Female,"June 4, 2019 at 1 AM",Tuesday,1
Male,"June 4, 2019 at 12 AM",Tuesday,30
Female,"June 4, 2019 at 12 AM",Tuesday,6
Male,"May 28, 2019 at 11 PM",Tuesday,8
Female,"May 28, 2019 at 11 PM",Tuesday,1
Male,"May 28, 2019 at 10 PM",Tuesday,14
Female,"May 28, 2019 at 10 PM",Tuesday,6
Male,"May 28, 2019 at 9 PM",Tuesday,119
Female,"May 28, 2019 at 9 PM",Tuesday,25
Male,"May 28, 2019 at 8 PM",Tuesday,254
Female,"May 28, 2019 at 8 PM",Tuesday,72
Male,"May 28, 2019 at 7 PM",Tuesday,398
Female,"May 28, 2019 at 7 PM",Tuesday,149
Male,"May 28, 2019 at 6 PM",Tuesday,759
Female,"May 28, 2019 at 6 PM",Tuesday,186
Male,"May 28, 2019 at 5 PM",Tuesday,1133
Female,"May 28, 2019 at 5 PM",Tuesday,337
Male,"May 28, 2019 at 4 PM",Tuesday,643
Female,"May 28, 2019 at 4 PM",Tuesday,168
Male,"May 28, 2019 at 3 PM",Tuesday,175
Female,"May 28, 2019 at 3 PM",Tuesday,41
Male,"May 28, 2019 at 2 PM",Tuesday,286
Female,"May 28, 2019 at 2 PM",Tuesday,97
Male,"May 28, 2019 at 1 PM",Tuesday,268
Female,"May 28, 2019 at 1 PM",Tuesday,87
Male,"May 28, 2019 at 12 PM",Tuesday,329
Female,"May 28, 2019 at 12 PM",Tuesday,94
Male,"May 28, 2019 at 11 AM",Tuesday,283
Female,"May 28, 2019 at 11 AM",Tuesday,76
Male,"May 28, 2019 at 10 AM",Tuesday,216
Female,"May 28, 2019 at 10 AM",Tuesday,72
Male,"May 28, 2019 at 9 AM",Tuesday,391
Female,"May 28, 2019 at 9 AM",Tuesday,118
Male,"May 28, 2019 at 8 AM",Tuesday,1014
Female,"May 28, 2019 at 8 AM",Tuesday,306
Male,"May 28, 2019 at 7 AM",Tuesday,806
Female,"May 28, 2019 at 7 AM",Tuesday,269
Male,"May 28, 2019 at 6 AM",Tuesday,393
Female,"May 28, 2019 at 6 AM",Tuesday,125
Male,"May 28, 2019 at 5 AM",Tuesday,115
Female,"May 28, 2019 at 5 AM",Tuesday,46
Male,"May 28, 2019 at 4 AM",Tuesday,23
Female,"May 28, 2019 at 4 AM",Tuesday,6
Male,"May 28, 2019 at 3 AM",Tuesday,7
Female,"May 28, 2019 at 3 AM",Tuesday,1
Male,"May 28, 2019 at 2 AM",Tuesday,6
Female,"May 28, 2019 at 2 AM",Tuesday,3
Male,"May 28, 2019 at 1 AM",Tuesday,22
Female,"May 28, 2019 at 1 AM",Tuesday,10
Male,"May 28, 2019 at 12 AM",Tuesday,25
Female,"May 28, 2019 at 12 AM",Tuesday,5
Male,"May 21, 2019 at 11 PM",Tuesday,57
Female,"May 21, 2019 at 11 PM",Tuesday,7
Male,"May 21, 2019 at 10 PM",Tuesday,131
Female,"May 21, 2019 at 10 PM",Tuesday,23
Male,"May 21, 2019 at 9 PM",Tuesday,195
Female,"May 21, 2019 at 9 PM",Tuesday,46
Male,"May 21, 2019 at 8 PM",Tuesday,220
Female,"May 21, 2019 at 8 PM",Tuesday,75
Male,"May 21, 2019 at 7 PM",Tuesday,411
Female,"May 21, 2019 at 7 PM",Tuesday,143
Male,"May 21, 2019 at 6 PM",Tuesday,666
Female,"May 21, 2019 at 6 PM",Tuesday,211
Male,"May 21, 2019 at 5 PM",Tuesday,1119
Female,"May 21, 2019 at 5 PM",Tuesday,282
Male,"May 21, 2019 at 4 PM",Tuesday,787
Female,"May 21, 2019 at 4 PM",Tuesday,221
Male,"May 21, 2019 at 3 PM",Tuesday,339
Female,"May 21, 2019 at 3 PM",Tuesday,81
Male,"May 21, 2019 at 2 PM",Tuesday,178
Female,"May 21, 2019 at 2 PM",Tuesday,45
Male,"May 21, 2019 at 1 PM",Tuesday,185
Female,"May 21, 2019 at 1 PM",Tuesday,39
Male,"May 21, 2019 at 12 PM",Tuesday,154
Female,"May 21, 2019 at 12 PM",Tuesday,33
Male,"May 21, 2019 at 11 AM",Tuesday,170
Female,"May 21, 2019 at 11 AM",Tuesday,35
Male,"May 21, 2019 at 10 AM",Tuesday,90
Female,"May 21, 2019 at 10 AM",Tuesday,40
Male,"May 21, 2019 at 9 AM",Tuesday,283
Female,"May 21, 2019 at 9 AM",Tuesday,68
Male,"May 21, 2019 at 8 AM",Tuesday,589
Female,"May 21, 2019 at 8 AM",Tuesday,149
Male,"May 21, 2019 at 7 AM",Tuesday,345
Female,"May 21, 2019 at 7 AM",Tuesday,88
Male,"May 21, 2019 at 6 AM",Tuesday,183
Female,"May 21, 2019 at 6 AM",Tuesday,45
Male,"May 21, 2019 at 5 AM",Tuesday,86
Female,"May 21, 2019 at 5 AM",Tuesday,38
Male,"May 21, 2019 at 4 AM",Tuesday,23
Female,"May 21, 2019 at 4 AM",Tuesday,8
Male,"May 21, 2019 at 3 AM",Tuesday,3
Female,"May 21, 2019 at 3 AM",Tuesday,1
Male,"May 21, 2019 at 2 AM",Tuesday,7
Male,"May 21, 2019 at 1 AM",Tuesday,16
Female,"May 21, 2019 at 1 AM",Tuesday,1
Male,"May 21, 2019 at 12 AM",Tuesday,25
Female,"May 21, 2019 at 12 AM",Tuesday,13
Male,"May 14, 2019 at 11 PM",Tuesday,71
Female,"May 14, 2019 at 11 PM",Tuesday,15
Male,"May 14, 2019 at 10 PM",Tuesday,141
Female,"May 14, 2019 at 10 PM",Tuesday,38
Male,"May 14, 2019 at 9 PM",Tuesday,239
Female,"May 14, 2019 at 9 PM",Tuesday,73
Male,"May 14, 2019 at 8 PM",Tuesday,348
Female,"May 14, 2019 at 8 PM",Tuesday,155
Male,"May 14, 2019 at 7 PM",Tuesday,588
Female,"May 14, 2019 at 7 PM",Tuesday,270
Male,"May 14, 2019 at 6 PM",Tuesday,960
Female,"May 14, 2019 at 6 PM",Tuesday,369
Male,"May 14, 2019 at 5 PM",Tuesday,1516
Female,"May 14, 2019 at 5 PM",Tuesday,575
Male,"May 14, 2019 at 4 PM",Tuesday,1089
Female,"May 14, 2019 at 4 PM",Tuesday,281
Male,"May 14, 2019 at 3 PM",Tuesday,477
Female,"May 14, 2019 at 3 PM",Tuesday,149
Male,"May 14, 2019 at 2 PM",Tuesday,332
Female,"May 14, 2019 at 2 PM",Tuesday,110
Male,"May 14, 2019 at 1 PM",Tuesday,340
Female,"May 14, 2019 at 1 PM",Tuesday,144
Male,"May 14, 2019 at 12 PM",Tuesday,361
Female,"May 14, 2019 at 12 PM",Tuesday,129
Male,"May 14, 2019 at 11 AM",Tuesday,317
Female,"May 14, 2019 at 11 AM",Tuesday,103
Male,"May 14, 2019 at 10 AM",Tuesday,244
Female,"May 14, 2019 at 10 AM",Tuesday,80
Male,"May 14, 2019 at 9 AM",Tuesday,408
Female,"May 14, 2019 at 9 AM",Tuesday,119
Male,"May 14, 2019 at 8 AM",Tuesday,1106
Female,"May 14, 2019 at 8 AM",Tuesday,348
Male,"May 14, 2019 at 7 AM",Tuesday,875
Female,"May 14, 2019 at 7 AM",Tuesday,293
Male,"May 14, 2019 at 6 AM",Tuesday,364
Female,"May 14, 2019 at 6 AM",Tuesday,138
Male,"May 14, 2019 at 5 AM",Tuesday,101
Female,"May 14, 2019 at 5 AM",Tuesday,49
Male,"May 14, 2019 at 4 AM",Tuesday,12
Female,"May 14, 2019 at 4 AM",Tuesday,9
Male,"May 14, 2019 at 3 AM",Tuesday,4
Male,"May 14, 2019 at 2 AM",Tuesday,5
Female,"May 14, 2019 at 2 AM",Tuesday,1
Male,"May 14, 2019 at 1 AM",Tuesday,9
Female,"May 14, 2019 at 1 AM",Tuesday,1
Male,"May 14, 2019 at 12 AM",Tuesday,20
Female,"May 14, 2019 at 12 AM",Tuesday,2
Male,"May 7, 2019 at 11 PM",Tuesday,43
Female,"May 7, 2019 at 11 PM",Tuesday,9
Male,"May 7, 2019 at 10 PM",Tuesday,105
Female,"May 7, 2019 at 10 PM",Tuesday,19
Male,"May 7, 2019 at 9 PM",Tuesday,168
Female,"May 7, 2019 at 9 PM",Tuesday,40
Male,"May 7, 2019 at 8 PM",Tuesday,226
Female,"May 7, 2019 at 8 PM",Tuesday,56
Male,"May 7, 2019 at 7 PM",Tuesday,325
Female,"May 7, 2019 at 7 PM",Tuesday,97
Male,"May 7, 2019 at 6 PM",Tuesday,575
Female,"May 7, 2019 at 6 PM",Tuesday,172
Male,"May 7, 2019 at 5 PM",Tuesday,1018
Female,"May 7, 2019 at 5 PM",Tuesday,269
Male,"May 7, 2019 at 4 PM",Tuesday,731
Female,"May 7, 2019 at 4 PM",Tuesday,177
Male,"May 7, 2019 at 3 PM",Tuesday,323
Female,"May 7, 2019 at 3 PM",Tuesday,75
Male,"May 7, 2019 at 2 PM",Tuesday,186
Female,"May 7, 2019 at 2 PM",Tuesday,46
Male,"May 7, 2019 at 1 PM",Tuesday,217
Female,"May 7, 2019 at 1 PM",Tuesday,51
Male,"May 7, 2019 at 12 PM",Tuesday,208
Female,"May 7, 2019 at 12 PM",Tuesday,77
Male,"May 7, 2019 at 11 AM",Tuesday,154
Female,"May 7, 2019 at 11 AM",Tuesday,56
Male,"May 7, 2019 at 10 AM",Tuesday,129
Female,"May 7, 2019 at 10 AM",Tuesday,32
Male,"May 7, 2019 at 9 AM",Tuesday,236
Female,"May 7, 2019 at 9 AM",Tuesday,53
Male,"May 7, 2019 at 8 AM",Tuesday,615
Female,"May 7, 2019 at 8 AM",Tuesday,167
Male,"May 7, 2019 at 7 AM",Tuesday,470
Female,"May 7, 2019 at 7 AM",Tuesday,123
Male,"May 7, 2019 at 6 AM",Tuesday,251
Female,"May 7, 2019 at 6 AM",Tuesday,70
Male,"May 7, 2019 at 5 AM",Tuesday,60
Female,"May 7, 2019 at 5 AM",Tuesday,23
Male,"May 7, 2019 at 4 AM",Tuesday,13
Female,"May 7, 2019 at 4 AM",Tuesday,1
Male,"May 7, 2019 at 3 AM",Tuesday,4
Male,"May 7, 2019 at 1 AM",Tuesday,5
Male,"May 7, 2019 at 12 AM",Tuesday,20
Female,"May 7, 2019 at 12 AM",Tuesday,1
Male,"April 30, 2019 at 11 PM",Tuesday,16
Male,"April 30, 2019 at 10 PM",Tuesday,34
Female,"April 30, 2019 at 10 PM",Tuesday,2
Male,"April 30, 2019 at 9 PM",Tuesday,111
Female,"April 30, 2019 at 9 PM",Tuesday,27
Male,"April 30, 2019 at 8 PM",Tuesday,138
Female,"April 30, 2019 at 8 PM",Tuesday,31
Male,"April 30, 2019 at 7 PM",Tuesday,206
Female,"April 30, 2019 at 7 PM",Tuesday,48
Male,"April 30, 2019 at 6 PM",Tuesday,382
Female,"April 30, 2019 at 6 PM",Tuesday,82
Male,"April 30, 2019 at 5 PM",Tuesday,517
Female,"April 30, 2019 at 5 PM",Tuesday,118
Male,"April 30, 2019 at 4 PM",Tuesday,173
Female,"April 30, 2019 at 4 PM",Tuesday,32
Male,"April 30, 2019 at 3 PM",Tuesday,45
Female,"April 30, 2019 at 3 PM",Tuesday,10
Male,"April 30, 2019 at 2 PM",Tuesday,39
Female,"April 30, 2019 at 2 PM",Tuesday,2
Male,"April 30, 2019 at 1 PM",Tuesday,103
Female,"April 30, 2019 at 1 PM",Tuesday,28
Male,"April 30, 2019 at 12 PM",Tuesday,105
Female,"April 30, 2019 at 12 PM",Tuesday,24
Male,"April 30, 2019 at 11 AM",Tuesday,76
Female,"April 30, 2019 at 11 AM",Tuesday,20
Male,"April 30, 2019 at 10 AM",Tuesday,73
Female,"April 30, 2019 at 10 AM",Tuesday,17
Male,"April 30, 2019 at 9 AM",Tuesday,173
Female,"April 30, 2019 at 9 AM",Tuesday,52
Male,"April 30, 2019 at 8 AM",Tuesday,704
Female,"April 30, 2019 at 8 AM",Tuesday,157
Male,"April 30, 2019 at 7 AM",Tuesday,468
Female,"April 30, 2019 at 7 AM",Tuesday,124
Male,"April 30, 2019 at 6 AM",Tuesday,279
Female,"April 30, 2019 at 6 AM",Tuesday,66
Male,"April 30, 2019 at 5 AM",Tuesday,82
Female,"April 30, 2019 at 5 AM",Tuesday,31
Male,"April 30, 2019 at 4 AM",Tuesday,17
Female,"April 30, 2019 at 4 AM",Tuesday,4
Male,"April 30, 2019 at 3 AM",Tuesday,1
Male,"April 30, 2019 at 2 AM",Tuesday,3
Female,"April 30, 2019 at 2 AM",Tuesday,1
Male,"April 30, 2019 at 1 AM",Tuesday,12
Female,"April 30, 2019 at 1 AM",Tuesday,2
Male,"April 30, 2019 at 12 AM",Tuesday,24
Female,"April 30, 2019 at 12 AM",Tuesday,3
Male,"April 23, 2019 at 11 PM",Tuesday,65
Female,"April 23, 2019 at 11 PM",Tuesday,18
Male,"April 23, 2019 at 10 PM",Tuesday,138
Female,"April 23, 2019 at 10 PM",Tuesday,28
Male,"April 23, 2019 at 9 PM",Tuesday,189
Female,"April 23, 2019 at 9 PM",Tuesday,45
Male,"April 23, 2019 at 8 PM",Tuesday,259
Female,"April 23, 2019 at 8 PM",Tuesday,62
Male,"April 23, 2019 at 7 PM",Tuesday,432
Female,"April 23, 2019 at 7 PM",Tuesday,160
Male,"April 23, 2019 at 6 PM",Tuesday,797
Female,"April 23, 2019 at 6 PM",Tuesday,271
Male,"April 23, 2019 at 5 PM",Tuesday,1317
Female,"April 23, 2019 at 5 PM",Tuesday,378
Male,"April 23, 2019 at 4 PM",Tuesday,896
Female,"April 23, 2019 at 4 PM",Tuesday,272
Male,"April 23, 2019 at 3 PM",Tuesday,379
Female,"April 23, 2019 at 3 PM",Tuesday,126
Male,"April 23, 2019 at 2 PM",Tuesday,240
Female,"April 23, 2019 at 2 PM",Tuesday,92
Male,"April 23, 2019 at 1 PM",Tuesday,215
Female,"April 23, 2019 at 1 PM",Tuesday,83
Male,"April 23, 2019 at 12 PM",Tuesday,164
Female,"April 23, 2019 at 12 PM",Tuesday,57
Male,"April 23, 2019 at 11 AM",Tuesday,167
Female,"April 23, 2019 at 11 AM",Tuesday,35
Male,"April 23, 2019 at 10 AM",Tuesday,196
Female,"April 23, 2019 at 10 AM",Tuesday,55
Male,"April 23, 2019 at 9 AM",Tuesday,348
Female,"April 23, 2019 at 9 AM",Tuesday,94
Male,"April 23, 2019 at 8 AM",Tuesday,882
Female,"April 23, 2019 at 8 AM",Tuesday,253
Male,"April 23, 2019 at 7 AM",Tuesday,691
Female,"April 23, 2019 at 7 AM",Tuesday,211
Male,"April 23, 2019 at 6 AM",Tuesday,296
Female,"April 23, 2019 at 6 AM",Tuesday,85
Male,"April 23, 2019 at 5 AM",Tuesday,65
Female,"April 23, 2019 at 5 AM",Tuesday,23
Male,"April 23, 2019 at 4 AM",Tuesday,24
Female,"April 23, 2019 at 4 AM",Tuesday,9
Male,"April 23, 2019 at 3 AM",Tuesday,9
Female,"April 23, 2019 at 3 AM",Tuesday,1
Male,"April 23, 2019 at 2 AM",Tuesday,2
Female,"April 23, 2019 at 2 AM",Tuesday,1
Male,"April 23, 2019 at 1 AM",Tuesday,17
Female,"April 23, 2019 at 1 AM",Tuesday,5
Male,"April 23, 2019 at 12 AM",Tuesday,28
Female,"April 23, 2019 at 12 AM",Tuesday,9
Male,"April 16, 2019 at 11 PM",Tuesday,42
Female,"April 16, 2019 at 11 PM",Tuesday,8
Male,"April 16, 2019 at 10 PM",Tuesday,84
Female,"April 16, 2019 at 10 PM",Tuesday,23
Male,"April 16, 2019 at 9 PM",Tuesday,165
Female,"April 16, 2019 at 9 PM",Tuesday,26
Male,"April 16, 2019 at 8 PM",Tuesday,209
Female,"April 16, 2019 at 8 PM",Tuesday,57
Male,"April 16, 2019 at 7 PM",Tuesday,416
Female,"April 16, 2019 at 7 PM",Tuesday,142
Male,"April 16, 2019 at 6 PM",Tuesday,762
Female,"April 16, 2019 at 6 PM",Tuesday,213
Male,"April 16, 2019 at 5 PM",Tuesday,1316
Female,"April 16, 2019 at 5 PM",Tuesday,425
Male,"April 16, 2019 at 4 PM",Tuesday,932
Female,"April 16, 2019 at 4 PM",Tuesday,263
Male,"April 16, 2019 at 3 PM",Tuesday,405
Female,"April 16, 2019 at 3 PM",Tuesday,146
Male,"April 16, 2019 at 2 PM",Tuesday,319
Female,"April 16, 2019 at 2 PM",Tuesday,122
Male,"April 16, 2019 at 1 PM",Tuesday,353
Female,"April 16, 2019 at 1 PM",Tuesday,127
Male,"April 16, 2019 at 12 PM",Tuesday,314
Female,"April 16, 2019 at 12 PM",Tuesday,97
Male,"April 16, 2019 at 11 AM",Tuesday,261
Female,"April 16, 2019 at 11 AM",Tuesday,90
Male,"April 16, 2019 at 10 AM",Tuesday,221
Female,"April 16, 2019 at 10 AM",Tuesday,69
Male,"April 16, 2019 at 9 AM",Tuesday,381
Female,"April 16, 2019 at 9 AM",Tuesday,113
Male,"April 16, 2019 at 8 AM",Tuesday,850
Female,"April 16, 2019 at 8 AM",Tuesday,274
Male,"April 16, 2019 at 7 AM",Tuesday,710
Female,"April 16, 2019 at 7 AM",Tuesday,205
Male,"April 16, 2019 at 6 AM",Tuesday,316
Female,"April 16, 2019 at 6 AM",Tuesday,68
Male,"April 16, 2019 at 5 AM",Tuesday,76
Female,"April 16, 2019 at 5 AM",Tuesday,30
Male,"April 16, 2019 at 4 AM",Tuesday,22
Female,"April 16, 2019 at 4 AM",Tuesday,7
Male,"April 16, 2019 at 3 AM",Tuesday,4
Male,"April 16, 2019 at 2 AM",Tuesday,14
Male,"April 16, 2019 at 1 AM",Tuesday,16
Male,"April 16, 2019 at 12 AM",Tuesday,19
Female,"April 16, 2019 at 12 AM",Tuesday,4
Male,"April 9, 2019 at 11 PM",Tuesday,36
Female,"April 9, 2019 at 11 PM",Tuesday,5
Male,"April 9, 2019 at 10 PM",Tuesday,68
Female,"April 9, 2019 at 10 PM",Tuesday,13
Male,"April 9, 2019 at 9 PM",Tuesday,170
Female,"April 9, 2019 at 9 PM",Tuesday,62
Male,"April 9, 2019 at 8 PM",Tuesday,288
Female,"April 9, 2019 at 8 PM",Tuesday,98
Male,"April 9, 2019 at 7 PM",Tuesday,523
Female,"April 9, 2019 at 7 PM",Tuesday,193
Male,"April 9, 2019 at 6 PM",Tuesday,795
Female,"April 9, 2019 at 6 PM",Tuesday,323
Male,"April 9, 2019 at 5 PM",Tuesday,1423
Female,"April 9, 2019 at 5 PM",Tuesday,435
Male,"April 9, 2019 at 4 PM",Tuesday,938
Female,"April 9, 2019 at 4 PM",Tuesday,297
Male,"April 9, 2019 at 3 PM",Tuesday,410
Female,"April 9, 2019 at 3 PM",Tuesday,114
Male,"April 9, 2019 at 2 PM",Tuesday,280
Female,"April 9, 2019 at 2 PM",Tuesday,104
Male,"April 9, 2019 at 1 PM",Tuesday,341
Female,"April 9, 2019 at 1 PM",Tuesday,106
Male,"April 9, 2019 at 12 PM",Tuesday,330
Female,"April 9, 2019 at 12 PM",Tuesday,130
Male,"April 9, 2019 at 11 AM",Tuesday,282
Female,"April 9, 2019 at 11 AM",Tuesday,92
Male,"April 9, 2019 at 10 AM",Tuesday,225
Female,"April 9, 2019 at 10 AM",Tuesday,81
Male,"April 9, 2019 at 9 AM",Tuesday,362
Female,"April 9, 2019 at 9 AM",Tuesday,120
Male,"April 9, 2019 at 8 AM",Tuesday,1078
Female,"April 9, 2019 at 8 AM",Tuesday,314
Male,"April 9, 2019 at 7 AM",Tuesday,777
Female,"April 9, 2019 at 7 AM",Tuesday,269
Male,"April 9, 2019 at 6 AM",Tuesday,363
Female,"April 9, 2019 at 6 AM",Tuesday,116
Male,"April 9, 2019 at 5 AM",Tuesday,91
Female,"April 9, 2019 at 5 AM",Tuesday,41
Male,"April 9, 2019 at 4 AM",Tuesday,19
Female,"April 9, 2019 at 4 AM",Tuesday,10
Male,"April 9, 2019 at 3 AM",Tuesday,6
Male,"April 9, 2019 at 2 AM",Tuesday,1
Male,"April 9, 2019 at 1 AM",Tuesday,9
Male,"April 9, 2019 at 12 AM",Tuesday,32
Female,"April 9, 2019 at 12 AM",Tuesday,5
Male,"April 2, 2019 at 11 PM",Tuesday,32
Female,"April 2, 2019 at 11 PM",Tuesday,3
Male,"April 2, 2019 at 10 PM",Tuesday,58
Female,"April 2, 2019 at 10 PM",Tuesday,17
Male,"April 2, 2019 at 9 PM",Tuesday,120
Female,"April 2, 2019 at 9 PM",Tuesday,28
Male,"April 2, 2019 at 8 PM",Tuesday,201
Female,"April 2, 2019 at 8 PM",Tuesday,36
Male,"April 2, 2019 at 7 PM",Tuesday,360
Female,"April 2, 2019 at 7 PM",Tuesday,103
Male,"April 2, 2019 at 6 PM",Tuesday,561
Female,"April 2, 2019 at 6 PM",Tuesday,149
Male,"April 2, 2019 at 5 PM",Tuesday,1038
Female,"April 2, 2019 at 5 PM",Tuesday,263
Male,"April 2, 2019 at 4 PM",Tuesday,729
Female,"April 2, 2019 at 4 PM",Tuesday,178
Male,"April 2, 2019 at 3 PM",Tuesday,308
Female,"April 2, 2019 at 3 PM",Tuesday,68
Male,"April 2, 2019 at 2 PM",Tuesday,211
Female,"April 2, 2019 at 2 PM",Tuesday,57
Male,"April 2, 2019 at 1 PM",Tuesday,238
Female,"April 2, 2019 at 1 PM",Tuesday,68
Male,"April 2, 2019 at 12 PM",Tuesday,245
Female,"April 2, 2019 at 12 PM",Tuesday,63
Male,"April 2, 2019 at 11 AM",Tuesday,200
Female,"April 2, 2019 at 11 AM",Tuesday,56
Male,"April 2, 2019 at 10 AM",Tuesday,152
Female,"April 2, 2019 at 10 AM",Tuesday,63
Male,"April 2, 2019 at 9 AM",Tuesday,333
Female,"April 2, 2019 at 9 AM",Tuesday,77
Male,"April 2, 2019 at 8 AM",Tuesday,792
Female,"April 2, 2019 at 8 AM",Tuesday,214
Male,"April 2, 2019 at 7 AM",Tuesday,601
Female,"April 2, 2019 at 7 AM",Tuesday,174
Male,"April 2, 2019 at 6 AM",Tuesday,277
Female,"April 2, 2019 at 6 AM",Tuesday,69
Male,"April 2, 2019 at 5 AM",Tuesday,77
Female,"April 2, 2019 at 5 AM",Tuesday,21
Male,"April 2, 2019 at 4 AM",Tuesday,17
Female,"April 2, 2019 at 4 AM",Tuesday,4
Male,"April 2, 2019 at 3 AM",Tuesday,4
Female,"April 2, 2019 at 3 AM",Tuesday,1
Male,"April 2, 2019 at 2 AM",Tuesday,2
Male,"April 2, 2019 at 1 AM",Tuesday,7
Female,"April 2, 2019 at 1 AM",Tuesday,1
Male,"April 2, 2019 at 12 AM",Tuesday,13
Female,"April 2, 2019 at 12 AM",Tuesday,1
Male,"March 26, 2019 at 11 PM",Tuesday,25
Female,"March 26, 2019 at 11 PM",Tuesday,3
Male,"March 26, 2019 at 10 PM",Tuesday,56
Female,"March 26, 2019 at 10 PM",Tuesday,12
Male,"March 26, 2019 at 9 PM",Tuesday,104
Female,"March 26, 2019 at 9 PM",Tuesday,22
Male,"March 26, 2019 at 8 PM",Tuesday,161
Female,"March 26, 2019 at 8 PM",Tuesday,35
Male,"March 26, 2019 at 7 PM",Tuesday,311
Female,"March 26, 2019 at 7 PM",Tuesday,81
Male,"March 26, 2019 at 6 PM",Tuesday,503
Female,"March 26, 2019 at 6 PM",Tuesday,144
Male,"March 26, 2019 at 5 PM",Tuesday,863
Female,"March 26, 2019 at 5 PM",Tuesday,233
Male,"March 26, 2019 at 4 PM",Tuesday,552
Female,"March 26, 2019 at 4 PM",Tuesday,144
Male,"March 26, 2019 at 3 PM",Tuesday,282
Female,"March 26, 2019 at 3 PM",Tuesday,70
Male,"March 26, 2019 at 2 PM",Tuesday,160
Female,"March 26, 2019 at 2 PM",Tuesday,61
Male,"March 26, 2019 at 1 PM",Tuesday,171
Female,"March 26, 2019 at 1 PM",Tuesday,46
Male,"March 26, 2019 at 12 PM",Tuesday,217
Female,"March 26, 2019 at 12 PM",Tuesday,61
Male,"March 26, 2019 at 11 AM",Tuesday,182
Female,"March 26, 2019 at 11 AM",Tuesday,48
Male,"March 26, 2019 at 10 AM",Tuesday,114
Female,"March 26, 2019 at 10 AM",Tuesday,38
Male,"March 26, 2019 at 9 AM",Tuesday,239
Female,"March 26, 2019 at 9 AM",Tuesday,65
Male,"March 26, 2019 at 8 AM",Tuesday,612
Female,"March 26, 2019 at 8 AM",Tuesday,170
Male,"March 26, 2019 at 7 AM",Tuesday,509
Female,"March 26, 2019 at 7 AM",Tuesday,139
Male,"March 26, 2019 at 6 AM",Tuesday,223
Female,"March 26, 2019 at 6 AM",Tuesday,58
Male,"March 26, 2019 at 5 AM",Tuesday,55
Female,"March 26, 2019 at 5 AM",Tuesday,19
Male,"March 26, 2019 at 4 AM",Tuesday,15
Female,"March 26, 2019 at 4 AM",Tuesday,3
Male,"March 26, 2019 at 3 AM",Tuesday,1
Male,"March 26, 2019 at 2 AM",Tuesday,6
Female,"March 26, 2019 at 2 AM",Tuesday,2
Male,"March 26, 2019 at 1 AM",Tuesday,7
Female,"March 26, 2019 at 1 AM",Tuesday,1
Male,"March 26, 2019 at 12 AM",Tuesday,13
Female,"March 26, 2019 at 12 AM",Tuesday,2
Male,"March 19, 2019 at 11 PM",Tuesday,26
Female,"March 19, 2019 at 11 PM",Tuesday,9
Male,"March 19, 2019 at 10 PM",Tuesday,69
Female,"March 19, 2019 at 10 PM",Tuesday,12
Male,"March 19, 2019 at 9 PM",Tuesday,128
Female,"March 19, 2019 at 9 PM",Tuesday,37
Male,"March 19, 2019 at 8 PM",Tuesday,178
Female,"March 19, 2019 at 8 PM",Tuesday,45
Male,"March 19, 2019 at 7 PM",Tuesday,321
Female,"March 19, 2019 at 7 PM",Tuesday,102
Male,"March 19, 2019 at 6 PM",Tuesday,549
Female,"March 19, 2019 at 6 PM",Tuesday,182
Male,"March 19, 2019 at 5 PM",Tuesday,1047
Female,"March 19, 2019 at 5 PM",Tuesday,272
Male,"March 19, 2019 at 4 PM",Tuesday,679
Female,"March 19, 2019 at 4 PM",Tuesday,206
Male,"March 19, 2019 at 3 PM",Tuesday,320
Female,"March 19, 2019 at 3 PM",Tuesday,90
Male,"March 19, 2019 at 2 PM",Tuesday,205
Female,"March 19, 2019 at 2 PM",Tuesday,55
Male,"March 19, 2019 at 1 PM",Tuesday,211
Female,"March 19, 2019 at 1 PM",Tuesday,60
Male,"March 19, 2019 at 12 PM",Tuesday,227
Female,"March 19, 2019 at 12 PM",Tuesday,72
Male,"March 19, 2019 at 11 AM",Tuesday,187
Female,"March 19, 2019 at 11 AM",Tuesday,56
Male,"March 19, 2019 at 10 AM",Tuesday,158
Female,"March 19, 2019 at 10 AM",Tuesday,45
Male,"March 19, 2019 at 9 AM",Tuesday,284
Female,"March 19, 2019 at 9 AM",Tuesday,70
Male,"March 19, 2019 at 8 AM",Tuesday,724
Female,"March 19, 2019 at 8 AM",Tuesday,218
Male,"March 19, 2019 at 7 AM",Tuesday,530
Female,"March 19, 2019 at 7 AM",Tuesday,152
Male,"March 19, 2019 at 6 AM",Tuesday,241
Female,"March 19, 2019 at 6 AM",Tuesday,68
Male,"March 19, 2019 at 5 AM",Tuesday,56
